Player,Control,Defense,Impact,Offense,Scoring
Steven Adams,2.0,109.12755672944543,0.06844709711555859,124.13605164566734,0.610899963411211
Bam Adebayo,1.3823529411764706,106.155650534117,0.09536483268958926,114.40174550623918,0.5587022743257315
LaMarcus Aldridge,1.5,109.15367376949233,0.07942335378729172,114.4561417699197,0.5431903148748375
Nickeil Alexander-Walker,1.6956521739130435,108.40059547179857,0.015396906987733222,88.45627773426062,0.365310028632162
Grayson Allen,1.2666666666666666,112.01651183493856,0.01724046713334186,99.03383313686159,0.42087279059114074
Jarrett Allen,0.9642857142857143,104.44101970454439,0.08193548636564371,131.8128830058843,0.6535609385385136
Kadeem Allen,2.0,115.71296305272787,0.0017870623644153805,132.1940816145371,0.4586119228042519
Al-Farouq Aminu,1.2352941176470589,111.38536446122868,0.018797118172373194,88.0152312564646,0.39744024500779396
Kyle Anderson,2.933333333333333,108.00791026271781,0.03219742868610864,112.08731212892155,0.5381567550605508
Ryan Anderson,2.0,95.45729639944895,0.0017615683684335949,79.41341274905523,0.3209139737832395
Giannis Antetokounmpo,1.4615384615384615,99.28007091259575,0.14489180979972535,117.93382307216312,0.565571366973729
Kostas Antetokounmpo,0.0,108.7161120042567,0.00020784260758218204,0.0,0.0
Thanasis Antetokounmpo,2.0,113.4955581676163,0.0017176853323537871,120.16392049439708,0.5923088353417459
Carmelo Anthony,0.7142857142857143,107.78149146666371,0.021267651494787036,96.99174070234014,0.43449324020453806
OG Anunoby,1.6,108.61475412016831,0.057036863234025986,115.33589486817756,0.5039828749904182
Ryan Arcidiacono,2.411764705882353,110.76708423134086,0.014770766610833114,108.40658937793114,0.43840789965544436
Trevor Ariza,1.5833333333333333,112.15235484390135,0.02082491840384403,101.89087994166935,0.39758382348029275
D.J. Augustin,3.303030303030303,117.44548567805043,0.049777553678691966,108.28666041436816,0.47282922732782257
Deandre Ayton,0.0,100.94347894776277,0.0051690901285247745,129.60746610771506,0.6350037902118802
Dwayne Bacon,1.263157894736842,109.43485719916026,0.011376075791493136,81.79707392804117,0.3766159671315807
Marvin Bagley,0.0,109.70328365845047,0.0022481446004149804,87.97165220609662,0.44098178160392865
Lonzo Ball,2.142857142857143,107.35931882840731,0.03724692940414876,100.23924073362699,0.41143812760566195
Mo Bamba,0.34615384615384615,107.38913731859479,0.0216979080137888,88.61984227355713,0.38970492016754155
J.J. Barea,3.4,112.79038891749667,0.010310495336633876,117.92158212236615,0.47869953026599793
Harrison Barnes,1.4324324324324325,115.68798067396412,0.07821176741443694,115.03433592545586,0.5202331744493975
RJ Barrett,1.3333333333333333,112.97285500575799,0.0476124472804955,92.15276126655834,0.4389584548375117
Will Barton,2.5833333333333335,116.5100824076856,0.062173853106556265,112.15944206636365,0.4914558663925757
Keita Bates-Diop,1.6,110.78979312752017,0.019164249866203124,125.79172815437646,0.525242364058143
Nicolas Batum,2.210526315789474,107.77702971545487,0.018884285813878604,104.12301252027818,0.42704635128971086
Aron Baynes,2.6,109.88583073639163,0.03937306948961424,129.24860532145485,0.5661533867086407
Kent Bazemore,1.1764705882352942,105.31565597339082,0.027828948232540486,93.8080840939667,0.3940512916192228
Darius Bazley,0.6666666666666666,111.19702579674276,0.022929209979009674,89.74647518714787,0.38617598501430705
Bradley Beal,1.9870129870129871,113.1296903346429,0.10315019264423153,111.89348779697634,0.49736649736250843
Malik Beasley,1.125,119.66689863749102,0.013195597886859929,91.58183189434577,0.37332757142956224
Marco Belinelli,3.5555555555555554,114.32270065543287,0.015175731476790749,93.7896731003033,0.3921703295815624
Jordan Bell,0.5714285714285714,107.38493536760883,0.011385819038155979,98.99188091097528,0.49279022215653157
DeAndre' Bembry,1.8,107.55087831308694,0.04372753050603512,102.09994265874192,0.4852349348838478
Dragan Bender,3.0,107.40109838679581,0.002424967528028876,158.77575860273262,0.6775319772043038
Dāvis Bertāns,2.5,111.77036988724632,0.060998005812318526,127.93379911173443,0.4856445906002595
Patrick Beverley,2.2058823529411766,102.90126386461563,0.041126706210682575,106.37277351435101,0.45250329547553686
Khem Birch,1.4545454545454546,113.19770653709217,0.0160123599246142,110.57956975762876,0.5480056426001636
Goga Bitadze,1.4,107.27777646737425,0.013103063175384344,109.78062184692165,0.5134583954069959
Bismack Biyombo,1.2666666666666666,108.21854544301318,0.03344566282698982,119.17504772516453,0.5982919859859552
Nemanja Bjelica,1.5897435897435896,110.95796716503737,0.06436792961188154,114.23218836433249,0.48042907084691017
Eric Bledsoe,2.4909090909090907,105.95632319947207,0.06880845360781933,112.22851818618363,0.5074258025990891
Bogdan Bogdanović,2.4054054054054053,114.39052784038053,0.05348217680987216,106.11277872157436,0.4410005644649964
Bojan Bogdanović,0.7419354838709677,111.19860019273362,0.0746052286912561,107.89234420831053,0.45110548446133747
Jonah Bolden,0.0,96.74176510626673,0.0,45.83536557475089,0.22917682787375443
Jordan Bone,0.0,117.72599963814565,-0.0006669928990766242,51.32413033707086,0.25662065168535425
Isaac Bonga,2.5555555555555554,110.09380163711083,0.014719811274636285,118.81367204282768,0.5458572960598415
Devin Booker,1.6,113.31194049064973,0.10140215103191154,114.89171981268848,0.504731004677419
Chris Boucher,1.25,107.362491977861,0.023453381986192144,120.95204175739082,0.5477139040932852
Brian Bowen,0.0,109.15717045302083,0.00011010977458306175,54.65582908658767,0.27327914543293835
Ky Bowman,2.2580645161290325,109.31443072508615,0.041826351872446356,107.37047934044631,0.46674716359412227
Avery Bradley,1.6363636363636365,110.8448302770782,0.014756825138334928,106.3373315564115,0.48550926690228124
Tony Bradley,0.625,106.19493647990265,0.017669659426876445,124.86521556118262,0.6088406393706675
Jarrell Brantley,1.0,91.28145932716306,0.0009239037608824286,45.73820391438866,0.19760997971595667
Ignas Brazdeikis,0.5,119.9006533433186,-0.00012764731174395576,73.90217927197293,0.3420057692682747
Mikal Bridges,1.368421052631579,106.41204507732864,0.03772335987412761,114.88578395273618,0.5253040727703676
Miles Bridges,1.0731707317073171,110.49227451938765,0.05699413971538061,105.49335612407958,0.45872285081653946
Oshae Brissett,1.0,111.92284164792679,0.0006606586474983705,82.71465720959816,0.29086252385124556
Ryan Broekhoff,3.0,108.7823066500569,0.0031888129907115086,138.14288971923025,0.4819495978137874
Malcolm Brogdon,2.5689655172413794,110.71584556451019,0.08324298958479466,114.42205210521271,0.5106616964640354
Dillon Brooks,1.6071428571428572,110.93686901274171,0.03470928482474124,101.31275979667903,0.4417772285839086
Bruce Brown,2.0,109.77781568866835,0.036351112999676014,97.91364126764353,0.45202593209189684
Charlie Brown,0.0,113.49284015223552,0.001782372167365561,168.87530176026326,0.6558709966615918
Jaylen Brown,1.1935483870967742,113.93574050268954,0.07035293642330502,113.7491361659024,0.5131461148521855
Moses Brown,0.0,96.26721469469311,0.0013575096698800239,94.88998016490525,0.48664805689284907
Sterling Brown,1.4375,103.6753058546611,0.021723667438592012,105.84803177809003,0.44629676804398144
Troy Brown,2.3529411764705883,106.94868600495784,0.038360720291476386,110.02160105084174,0.5083527758674647
Jalen Brunson,2.95,112.1332836033263,0.035183236664183645,118.12024602562475,0.5358043482428168
Thomas Bryant,2.0,108.62798152512984,0.06311676652609195,121.69452833712509,0.5737964139326227
Trey Burke,7.75,111.27601215259017,0.014103522317277609,118.4139018783623,0.5349831127241564
Alec Burks,2.03125,108.4609282716078,0.06150272708125847,111.31784979977475,0.48964603904142245
Deonte Burton,1.0,113.8318480249319,0.005221503262546758,95.18234731167104,0.4093752617092998
Jimmy Butler,2.63265306122449,108.2232657650843,0.09369176544942104,121.82036370401363,0.5523461969825036
Bruno Caboclo,1.1428571428571428,105.98307421946073,0.011075002065789147,99.18807671731416,0.4584333019833975
Kentavious Caldwell-Pope,2.1,111.8383615846884,0.03044894201078967,110.62437115961396,0.47595080890896085
Vlatko Čančar,0.0,126.463961294805,0.0,0.0,0.0
Clint Capela,0.5588235294117647,101.54020384725607,0.08290381133940604,122.3919448018768,0.6027079029666594
DeMarre Carroll,1.1111111111111112,110.44917649926717,0.0038770116911509217,88.6976657494618,0.4014205619777279
Jevon Carter,1.8666666666666667,107.67249029157661,0.012977715641828159,100.29628787565045,0.39671232538272005
Vince Carter,1.2727272727272727,111.79328793989386,0.011169532248824183,93.2579492345523,0.38698349255104103
Wendell Carter,0.631578947368421,106.46965529830331,0.06955053884471024,120.2644737642671,0.5861975752160287
Michael Carter-Williams,1.6923076923076923,109.8727974644423,0.012763475302228705,94.76792393544416,0.43451764058837505
Alex Caruso,1.9130434782608696,108.43298169777157,0.023901899871950936,102.05420026617516,0.45169760872028136
